downloads,python_version,distro_name,distro_version
2,3.6,BOSS GNU/Linux,7
2,2.7,Parrot GNU/Linux,4.2.2
2,3.7,Manjaro Linux,18.0.2-2018520
2,3.7,Oracle Linux Server,6.8
2,3.7,ArcoLinuxB-i3,v19.07.9
2,3.7,NixOS,19.03.172807.b2ec3b6db2b
2,3.4,Oracle Linux Server,6.10
2,2.7,Sangoma Linux,7
2,3.6,RedHawk Linux,7
2,3.7,Fedora,22
2,2.7,Pearl,7
2,3.7,Endless,3.6.1
2,3.5,EulerOS,2.0
2,2.7,Fedora,18
2,3.6,Red Hat Enterprise Linux Workstation,6.10
2,2.7,Ubuntu Kylin,18.10
2,3.6,Manjaro Linux,17.1.8
2,3.6,Ubuntu,14.10
2,2.7,Deepin,15.9.2
2,3.7,openSUSE Tumbleweed,20190512
2,3.7,Artix Linux,
2,2.7,macOS,10.9.4
2,3.7,BUILD_NUMBER=,16
2,3.4,openSUSE Leap,42.3
2,2.7,Wifislax64,1.0
2,3.5,RedHatEnterpriseWorkstation,6.8
2,3.7,Clear Linux OS,30440
2,3.6,"""elementary""",0.4.1
2,3.6,Puppy,6.0.5
2,3.6,Springdale Linux,7.5
2,2.7,Deepin,15.4.1
2,3.6,Parrot GNU/Linux,4.5
2,3.6,Arch Linux,2019.1.20
2,2.7,Parrot GNU/Linux,3.8
2,3.5,Springdale Linux,7.6
2,3.5,Kali GNU/Linux,2018.4
2,2.7,Arch Linux,2019.1.20
2,3.4,Scientific Linux,7.6
2,3.7,Arch Linux,v19.01.4
2,3.7,Clear Linux OS,29750
2,3.5,neon,16.04
2,3.6,Gentoo,2.2
2,2.7,Freedesktop.org,18.08
2,3.6,BEE free,18.04
2,2.7,RedHatEnterpriseComputeNode,6.10
2,2.7,BunsenLabs GNU/Linux,8.9
2,2.7,openSUSE Tumbleweed,20190716
2,3.7,ArcoLinuxB-plasma,v19.07.9
2,3.5,Kali GNU/Linux,2016.2
2,3.4,CentOS,6.6
2,3.6,OS X,10.13.4
2,3.5,Linux Mint,19.2
2,3.5,OS X,10.11.5
2,2.7,SLES,15.1
2,3.7,KDE neon,16.04
2,2.7,Red Hat Enterprise Linux Atomic Host,7.4
2,3.5,arch,
2,2.7,HELiOS,7.6SP1
2,3.5,Manjaro Linux,18.0.3
2,3.7,Debian,10
2,3.7,Red Hat Enterprise Linux Server,6.9
2,2.7,Mageia,7
2,3.7,Tencent tlinux,2.0
2,2.7,CentOS Linux,7.2
2,3.7,CentOS Linux,6
2,3.7,Ubuntu Kylin,17.10
2,3.6,Ephemeris service,20190708055521
2,3.7,CtlosLinux,1.4.0
2,3.5,Red Hat Enterprise Linux Server,7.7
2,3.7,Pop!_OS,17.10
2,3.7,Kali GNU/Linux,2016.2
2,2.7,Debian GNU/Linux,8.11
2,3.6,Scientific Linux,7.1
2,2.7,ubilinux,4
2,3.7,openSUSE Tumbleweed,20190508
2,2.7,AlterOS Desktop,1.5.1-k
2,3.6,openSUSE Tumbleweed,20190730
2,2.7,Tencent tlinux,2.0
2,2.7,GNOME,master
2,3.6,Deepin,15.6
2,3.6,AmazonAMI,2014.03
2,2.7,Linux From Scratch,20190714-systemd
2,2.7,AIMS Dekstop GNU/Linux,oldstable-updates
2,3.7,Red Hat Enterprise Linux Server,6.7
2,3.5,Scientific Linux,7.2
2,2.7,RedHatEnterpriseWorkstation,6.8
2,3.5,OS X,10.11.1
2,3.5,Parrot GNU/Linux,4.7
2,3.6,debian,8.4
2,3.4,OS X,10.12.6
2,3.6,openSUSE Tumbleweed,20180424
2,3.7,ArcoLinuxB-deepin,v19.07.9
2,2.7,NeoKylin Desktop,7.0
2,3.6,Freedesktop.org,18.08.33
2,3.6,Virtuozzo Linux,7
2,3.6,RFRemix,28
2,2.7,RedHatEnterpriseWorkstation,6.7
2,3.6,Clear Linux OS,30260
2,2.7,BOSS GNU/Linux,5.0
2,3.5,macOS,10.11.2
2,3.6,SLES_SAP,12.1.0.1
2,3.5,Debian,10
2,2.7,CentOS,5.10
2,3.7,Debian GNU/Linux,rodete
2,3.6,Red Hat Enterprise Linux Workstation,7.0
2,3.5,SLES_SAP,12.2
2,3.6,Debian GNU/Linux,10.0
2,3.7,Clear Linux OS,30290
2,3.7,openSUSE Tumbleweed,20190411
2,3.6,RedHatEnterpriseServer,5.7
2,3.6,RFRemix,26
2,3.7,DBOS Linux,7
2,3.7,Peppermint,10
2,3.7,SVN-,20190629-multilib
2,3.5,NewStart NSDL,v3.2.4rc2.201905-zte
2,3.4,SLES,12.2
2,3.7,Oracle Linux Server,6.6
2,2.7,Devuan GNU/Linux,ascii
2,3.5,Kali GNU/Linux,2019.3
2,2.7,Astra Linux (Orel),2.12.14
2,2.7,Antergos Linux,19.1
2,3.7,BunsenLabs GNU/Linux,8.9
2,3.5,NewStart NSDL,v3.2.1rc1.201811-zte
2,2.7,Parabola,
2,3.5,Manjaro Linux,18.1.0-rc4
2,3.6,Ephemeris service,20190719180547
2,2.7,Ubuntu Kylin,17.10
2,2.7,Chrome,75
2,3.5,Astra Linux (Orel),2.12.13
2,3.7,LinuxMint,18.1
2,3.7,Linux From Scratch,20190714-systemd
2,3.6,Buildroot,2014.02
2,3.7,Kylin Linux,3
2,3.6,openSUSE Tumbleweed,20170620
2,2.7,Linux MinT,19.1
2,3.4,SLES,12.3
2,2.7,Scientific Linux,6.9
2,3.6,OS X,10.14.1
2,3.7,Sailfish OS,3.0.3.9
2,3.5,Deepin,15.8
2,3.5,OS X,10.12.3
2,3.6,Bagrevand-2019.3,20180303-systemd
2,3.7,Red Hat Enterprise Linux ComputeNode,6.4
2,3.7,Oracle Linux Server,6.7
2,3.5,Scientific,6.7
2,3.6,openSUSE MicroOS,20190510
2,2.7,Debian GNU/Linux,16.04
2,3.7,Freedesktop.org,18.08.30
2,3.6,SparkyLinux,5.7
2,3.7,OS X,10.14.4
2,3.7,Devuan GNU/Linux,
2,2.7,Parrot GNU/Linux,3.11
2,3.5,AdvLinxuTU,08/04/2017
2,2.7,SparkyLinux,5
2,3.5,Kali GNU/Linux,2016.1
2,3.7,Progress Linux,5+
2,3.6,Deepin,15.5
2,2.7,Debian GNU/Linux,7.0
2,3.6,Red Hat Enterprise Linux Server,6.3
2,2.7,CentOS Linux,6.0
2,3.5,Red Hat Enterprise Linux ComputeNode,7.6
2,2.7,Puppy,19.03
2,3.7,Antergos Linux,19.3
2,3.7,Deepin,15.5
2,2.7,openSUSE Tumbleweed,20190717
2,3.6,CentOS,4.3
2,3.6,#Cobbler Build Changelog,
2,2.7,Scientific,6.1
2,3.7,SparkyLinux,6
2,3.6,BunsenLabs GNU/Linux,9.8
2,3.7,Sisyphus,20190624
2,3.5,Ubuntu,19.10
2,3.5,Gentoo,2.2
2,3.7,Manjaro Linux,18.1.0-rc2
2,2.7,Scientific Linux,6.5
2,3.7,Deepin,15.9.1
2,3.6,AIMS Desktop GNU/Linux,oldstable-updates
2,3.6,Fedora,22
2,3.6,Porteus,5.0
2,3.6,SLES_SAP,12.2
2,3.7,Manjaro Linux,18.0.1
2,3.6,SecuiOS V4.0(64bit),27
2,2.7,Deepin,15.1
2,2.7,Parrot GNU/Linux,3.6
2,3.7,Epidemic,unstable
2,2.7,"SUSE Linux Enterprise Server ",12
2,3.6,Alpine Linux,3.5.2
2,2.7,"iDirect developer RHEL Patch Version: 1.0.1.5, Build:",30
2,2.7,Oracle Linux Server,8.0
2,3.6,openSUSE Tumbleweed,20190724
2,3.7,Clear Linux OS,30490
2,2.7,Red Hat Enterprise Linux Server,6.3
2,3.5,openSUSE Leap,42.2
2,2.7,MarIuX64,2.0
2,2.7,version:,0.7.2
2,3.6,Manjaro Linux,18.1.0-rc5
2,3.6,OS X,10.14.3
2,3.6,Funtoo GNU/Linux,intel64-westmere-2018-08-08
2,3.7,openSUSE Tumbleweed,20190505
2,3.7,Manjaro Linux,18.1.0-rc6
2,3.6,Slackware,14.0
2,3.6,VDUOS,2.4.6
2,3.6,Fedora,19
2,2.7,Kali GNU/Linux,1.1.0
2,3.6,Red Hat Enterprise Linux ComputeNode,7.6
2,3.7,Arch Linux,v19.03.3
2,3.4,OS X,10.13.6
2,2.7,OracleServer,6.5
2,3.7,macOS,10.9.2
2,3.5,debian,8.10
2,2.7,Kali,kali-rolling
2,2.7,AIMS Desktop GNU/Linux,stable-updates
2,3.6,Red Hat Enterprise Linux Client,7.7
2,2.7,CentOS,7
2,3.4,Ubuntu,18.10
2,2.7,Red Hat Enterprise Linux Workstation,7.7
2,2.7,RedHatEnterpriseServer,5.7
2,3.7,OS X,10.14.2
2,3.7,ArcoLinuxB-gnome,v19.07.11
2,3.7,macOS,10.12.6.1337
2,3.6,Pearl,7
2,2.7,Scientific,6.5
2,3.6,Ephemeris service,20190805115009
2,2.7,Manjaro Linux,
2,3.7,BunsenLabs GNU/Linux,10.0
2,3.7,openSUSE Tumbleweed,20190502
2,3.6,Feren OS,2019.04
2,2.7,Pearl,7.0
2,3.5,RedHatEnterpriseWorkstation,6.9
2,3.6,Generic,27
1,3.5,OS X,10.12.1
1,3.7,Manjaro Linux,2016.01
1,2.7,Arch Linux,16.04
1,3.7,Slackware,14.1
1,3.7,Debian GNU/Linux,20190802-deec6bfb
1,3.5,OS X,10.13.2
1,3.7,Arch Linux,7.6.1810
1,2.7,Scientific Linux,7.1
1,3.5,arch,Manjaro
1,2.7,Red Hat Linux Server,7.6
1,3.5,GosLinux,7
1,3.7,ArcoLinuxB-i3-min,v19.07.9
1,3.6,Deepin,15.5 SP2
1,3.5,openSUSE,13.2
1,2.7,Manjaro Linux,18.0.3
1,3.7,openSUSE Tumbleweed,20170620
1,3.7,Funtoo GNU/Linux,intel64-haswell-2016-12-08
1,3.5,Red Hat Enterprise Linux Server,7.6.1810
1,3.6,Gentoo,2019072301
1,3.7,NixOS,19.03.173179.ef4753de2aa
1,3.6,Funtoo GNU/Linux,amd64-zen-2019-01-15
1,3.5,BunsenLabs GNU/Linux,8.9
1,3.6,Trisquel GNU/Linux,9.0
1,3.5,openSUSE Tumbleweed,20190723
1,3.7,Clear Linux OS,30480
1,2.7,Netrunner,17.06
1,3.6,Kylin,4.0.2
1,2.7,RedHatEnterpriseServer,7.4
1,2.7,openSUSE,12.2
1,3.7,Antergos Linux,18.6
1,3.4,Fedora,29
1,3.5,Peppermint,7
1,3.6,Linux,
1,3.5,Purity,99.9.9
1,3.7,Tails,9.9
1,3.5,BunsenLabs GNU/Linux,9.6
1,3.5,Deepin,15.5 SP3
1,3.7,Antergos Linux,18.10
1,2.7,Scientific Linux,6.6
1,2.7,ScientificFermi,6.5
1,3.4,debian,8.5
1,3.7,ALT Server,8.2
1,3.7,Debian,n/a
1,3.5,openSUSE Tumbleweed,20190702
1,3.6,MPA-10.00--x86_,64--2019-01-16
1,3.7,NI Linux Real-Time,7.0
1,3.6,SparkyLinux,5
1,3.5,RedHatEnterpriseAS,4
1,2.7,Puppy,7.5
1,2.7,SNIPER OS,7
1,2.7,Industrial OS,1.2
1,2.7,NewStart NSDL release V,3.2.4
1,3.5,Tsurugi,2018.1
1,3.6,openSUSE Tumbleweed,20190209
1,3.5,OS X,10.11.4
1,3.7,Sangoma Linux,7
1,2.7,openSUSE Tumbleweed,20190605
1,2.7,ArcoLinuxB-deepin,v19.07.9
1,3.7,Linux Mint LMDE,10.0
1,2.7,Red Hat Enterprise Linux Workstation,6.7
1,2.7,Red Hat Enterprise Linux ComputeNode,7.6
1,2.7,powermeter,master
1,2.7,Puppy,7.9.7
1,3.6,Fatdog64 Linux,721
1,2.7,Clear Linux OS,29940
1,3.6,openSUSE Leap,42.1
1,3.5,openSUSE Tumbleweed,20170201
1,3.5,SLED,15
1,3.6,Funtoo GNU/Linux,core2_64-2019-05-08
1,2.7,OS X,10.11.4
1,3.6,CentOS release 6.9 (Final),6.10
1,3.6,NixOS,19.09pre-git
1,3.7,Mageia,8
1,3.5,AIMS Desktop GNU/Linux,stable-updates
1,3.7,openSUSE Leap,42.1
1,2.7,Virtuozzo Infrastructure Platform,2
1,3.6,Nest Enterprise Linux,7
1,3.6,Chrome,75
1,2.7,SparkyLinux,4
1,2.7,openSUSE Tumbleweed,20190612
1,3.5,CentOS,5.7
1,3.7,Container-Optimized OS,77
1,3.5,Devuan GNU/Linux,ascii
1,2.7,ROSA Desktop Fresh R11,2016.1
1,3.6,NixOS,19.03pre-git
1,3.6,Acronis Cyber Infrastructure,2
1,3.7,Arch Linux,v18.10.4
1,3.6,BOSS GNU/Linux,6
1,3.6,BunsenLabs GNU/Linux,8.9
1,3.7,Manjaro Linux,19.05.05
1,3.6,Alpine Linux,3.6.3
1,3.6,RedHatEnterpriseClient,6
1,3.5,Arch Linux,v19.06.1
1,3.5,Deepin,15.9.2
1,2.7,Manjaro Linux,18.0.0
1,3.4,Oracle Linux Server,7.3
1,2.7,BigCloud Enterprise Linux,7
1,3.7,8.,0
1,3.5,Fedora,23
1,3.6,AIMS Dekstop GNU/Linux,stable-updates
1,3.5,macOS,10.11.1
1,3.7,AIMS Dekstop GNU/Linux,stretch
1,3.7,OS X,10.9.5
1,3.4,BOSS GNU/Linux,6
1,2.7,Debian GNU/Linux,9.4
1,3.5,CentOS,7
1,2.7,ALCS,alcs-4.32.1-JILL
1,3.6,Mageia,3
1,3.6,Manjaro Linux,17.1
1,3.7,openSUSE Tumbleweed,20190529
1,3.7,Red Hat Enterprise Linux Server,6.8
1,2.7,Parrot GNU/Linux,3.9
1,3.7,TEWS,1
1,2.7,"Derived from Red Hat Enterprise Linux ",7.5
1,3.6,Clear Linux OS,30440
1,3.7,CloudLinux,7.6
1,3.5,#CentOS,6
1,3.7,Debian GNU/Linux,20190807-7e156f9c
1,3.5,Scientific Linux,6.9
1,2.7,OS X,10.13.2
1,3.6,ALCS,alcs-4.32.1-JILL
1,3.6,KDE,5.12
1,3.5,Red Hat Enterprise Linux Server,7.1
1,3.7,The,latest
1,3.4,macOS,10.13.5
1,3.5,Arch Linux,Archman - 2019.07
1,2.7,Progress Linux,5+
1,3.6,OS X,10.12.1
1,3.7,Chrome,76
1,3.6,Manjaro Linux,17.1.6
1,3.5,Generic,25
1,3.6,Fatdog64 Linux,802
1,3.6,Debian GNU/Linux,9.4
1,3.6,Arch Linux,v19.05.2
1,3.7,openSUSE Tumbleweed,20190521
1,3.4,NeoKylinAdvancedServer,6.8
1,3.6,Crystal Eye,2.0
1,2.7,openSUSE Tumbleweed,20190702
1,2.7,CentOSRedHatEnterpriseServer,6.5
1,3.6,Debian,unstable
1,2.7,SLED,12.1
1,3.6,Ephemeris service,20190721042119
1,3.7,Chrome,74
1,3.6,Parrot GNU/Linux,4.2.2
1,3.5,Astra Linux (Smolensk),1.5.32
1,3.4,Gentoo,n/a
1,3.5,Red Hat Enterprise Linux Server,6.6
1,3.6,Devuan GNU/Linux,1
1,3.5,Aliyun,6
1,3.5,Endless,3.5.1
1,3.7,Alpine Linux,3.7.3
1,3.7,OS for madrigal,alpha
1,3.6,Clear Linux OS,30380
1,2.7,AlibabaGroupEnterpriseServer,6.2
1,3.7,OS X,10.11.6
1,2.7,Generic,30
1,2.7,SUSE LINUX,11.3
1,3.7,noop Linux,
1,3.5,openSUSE Leap,42.1
1,2.7,Deepin,15.6
1,3.5,debian,9.5
1,3.7,NixOS,19.03.173251.56d94c8c69f
1,2.7,AlterOS Desktop,1.0.1
1,3.7,Debian GNU/Linux,3.0
1,3.7,self-builded,
1,3.7,Devuan GNU/Linux,3
1,3.5,Kali GNU/Linux,2018.2
1,3.5,SLES,15.1
1,3.7,Red Hat Enterprise Linux Workstation,7.1
1,3.6,NeoKylin Military Server,5
1,3.6,NixOS,19.09.git.362be96
1,3.7,Clear Linux OS,29800
1,3.7,OS X,10.12.4
1,3.4,Fedora,30
1,3.7,NixOS,19.03.172754.0728c3e026e
1,2.7,Chrome,74
1,3.5,CentOS Linux,7.0
1,3.7,Reborn OS,
1,3.7,Fedora,16
1,3.6,AIMS Dekstop GNU/Linux,oldstable-updates
1,3.7,Manjaro Linux,18.0.0-rc
1,3.5,OS X,10.8.5
1,2.7,openSUSE Tumbleweed,20190614
1,3.7,Debian GNU/Linux,20190801-a11b2661
1,2.7,PLD Linux,3.0
1,3.6,Chrome,77
1,3.6,Funtoo GNU/Linux,intel64-ivybridge-2019-05-08
1,2.7,Linux version 3.18.124-SurfSeCure (root@sd-dd-int01.iitdgroup.ru) (gcc version,7.3.0
1,3.7,Scientific,6.8
1,3.6,RedHatEnterpriseComputeNode,6.7
1,2.7,NI Linux Real-Time,6.0
1,3.5,Scientific,6.8
1,3.7,Gentoo,6
1,3.7,HamoniKR-ME,19
1,3.6,NixOS,19.09.git.73392e7
1,3.6,Pearl,7.0
1,3.6,Clear Linux OS,30480
1,2.7,Parrot GNU/Linux,3.10
1,3.6,SLE-HPC,12.3
1,2.7,Virtuozzo Linux,7.5
1,3.6,CloudLinux,7.6
1,3.7,Fidelity Linux Server release 6.10 Fid,19a
1,3.7,Parrot GNU/Linux,3.11
1,3.7,openSUSE Tumbleweed,20190214
1,2.7,openSUSE Tumbleweed,20190703
1,3.5,Kali GNU/Linux,2019.1
1,3.7,Manjaro Linux,18.0.4-19104
1,2.7,RedHatEnterpriseServer,7.3
1,3.6,ClearOS,7
1,3.6,Debian GNU/Linux,9.3
1,3.5,Red Hat Enterprise Linux Server,6.8
1,3.4,Red Hat Enterprise Linux Workstation,7.6
1,3.7,SLES,15.1
1,2.7,Oracle Linux Server,7.1
1,3.6,RedHawk Linux,7.5
1,2.7,Clear Linux OS,30300
1,2.7,openSUSE Tumbleweed,20190420
1,2.7,"Forensoft Dynamic Malware Protection System Release ",1.0.0.0
1,3.6,Red Hat Enterprise Linux ComputeNode,7.2
1,3.5,OS X,10.9.5
1,3.7,DAQRI VOS,9000.134
1,3.6,n/a,n/a
1,2.7,Devuan GNU/Linux,10
1,2.7,Ubuntu Kylin,15.04
1,3.6,Calculate,n/a
1,2.7,Red Hat Enterprise Linux Workstation,7.1
1,3.7,macOS,10.90
1,3.6,macOS,10.9.4
1,3.4,Ubuntu,12.04
1,3.6,Parrot GNU/Linux,3.9
1,2.7,Scientific Linux,6.7
1,3.7,7.,0
1,2.7,NewStart NSDL,v3.2.2rc5.201812-zte
1,3.7,elementary OS,0.4
1,3.6,SuSE,15.0
1,3.7,openSUSE Tumbleweed,20190605
1,3.5,Kali GNU/Linux,2018.1
1,3.6,Clear Linux OS,30320
1,3.6,OS X,10.13.5
1,3.6,OS X,10.11.5
1,3.6,Clear Linux OS,30270
1,2.6,RedHatEnterpriseServer,6.7
1,3.6,OracleServer,6.4
1,3.7,BunsenLabs GNU/Linux,9.7
1,2.7,Sabayon,n/a
1,3.7,Endless,3.6.0
1,3.7,bullxServer,6.3
1,3.7,Springdale Linux,7.5
1,3.7,Clear Linux OS,30680
1,2.7,Wifislax64,2.0
1,3.5,Oracle Linux Server,6.5
1,3.6,debian,7.8
1,3.6,Red Hat Enterprise Linux ComputeNode,7.5
1,3.7,Linux From Scratch,SVN-20190712
1,2.7,SLES_SAP,12.1.0.1
1,3.5,Kali,kali-rolling
1,2.7,Manjaro Linux,17.1.12
1,3.7,Peppermint,8
1,3.7,5.,0
1,3.7,Fedora,14
1,3.7,Debian GNU/Linux,20190802-a11b2661
1,3.6,ScientificFermi,6.7
1,3.7,RedHatEnterprise,6.10
1,3.6,Parrot GNU/Linux,3.11
1,3.7,Manjaro Linux,18.0.0
1,3.7,Arch Linux,1.2.0
1,3.7,Puppy,19.03
1,3.6,Alces Core HPC Configuration package,4.2
1,3.6,Ephemeris service,20190727210748
1,3.5,Ubuntu Kylin,17.10
1,3.6,SLED,12.1
1,3.6,Oracle Linux Server,6.6
1,3.7,Scientific Linux,6.5
1,2.7,ArcoLinux,v19.07.11
1,2.7,debian,9.7
1,2.7,RedHatEnterpriseClient,6
1,3.6,SLED,12.4
1,3.7,Springdale Linux,7.3
1,3.6,Ephemeris service,20190805133658
1,3.6,Linux Mint LMDE,3
1,3.7,Pearl,8
1,2.7,Skywave Linux,3.1.1
1,3.5,macOS,10.7.5
1,2.7,Funtoo GNU/Linux,intel64-skylake-2019-06-17
1,3.7,Debian GNU/Linux,7.0
1,3.7,Ubuntu Kylin,18.04
1,3.5,RFRemix,25
1,3.7,Arch Linux,v19.07.9
1,3.5,DAQRI VOS,1907.4-acela
1,3.6,Red Hat Enterprise Linux Server,6.6
1,2.7,Debian,n/a
1,3.6,Red Hat Enterprise Linux Server,7.6.1810
1,3.5,OS X,10.13.5
1,3.7,ALT,9.0
1,3.6,RedHatEnterpriseServer,n/a
1,3.5,CentOS,6.0
1,3.4,macOS,10.14.2
1,3.6,Clear Linux OS,30300
1,3.7,Parrot GNU/Linux,4.2.2
1,3.6,Exherbo,n/a
1,2.7,NewStart NSDL,v3.2.4rc2.201905-zte
1,3.7,Clear Linux OS,30630
1,3.6,openSUSE Tumbleweed,20190713
1,3.6,SLED,12.3
1,3.6,Debian,7.11
1,3.7,NixOS,19.03.172758.36516712916
1,2.7,CloudLinux,7.6
1,2.7,OS X,10.15
1,3.6,VzB GSB Linux,7.6
1,3.5,Clear Linux OS,29870
1,3.6,OS X,10.12.5
1,3.5,OS X,10.10.3
1,3.6,Sabayon,2.6
1,3.6,gzyouai Linux CentOS,6.3
1,2.6,ScientificCERNSLC,6.10
1,3.7,DAQRI VOS,9000.129-acela
1,2.7,Pearl,4.0
1,3.7,ArcoLinuxB-xfce-bare,v19.07.9
1,2.6,Debian GNU/Linux,testing
1,3.7,HomeBrew,0190721-systemd
1,3.7,CloudLinux Server,6.10
1,2.7,openSUSE Tumbleweed,20190310
1,2.7,TinyCore,9.0
1,3.6,Red Hat Enterprise Linux Workstation,7.7
1,3.5,openSUSE,12.3
1,3.5,Endless,3.4.3-nexthw1
1,3.6,elementary OS,18.04
1,3.7,Debian GNU/Linux,16.04
1,3.5,ALT Server,8.0
1,2.7,Clear Linux OS,30380
1,3.4,CloudLinux Server,6.10
1,3.6,HELiOS,7.5
1,3.7,Manjaro Linux,17.1.5
1,3.6,NeoKylinAdvancedServer,6.5
1,3.6,openSUSE Tumbleweed,20190704
1,3.5,Netrunner,17.06
1,2.7,Debian GNU/Linux,3.0
1,2.7,bullxServer,6.3
1,3.5,AIMS Dekstop GNU/Linux,stable-updates
1,3.7,DAQRI VOS,9000.137
1,2.7,Poky Aero (Intel Aero Linux Distro),1.6.2
1,2.7,Lubuntu,18.04
1,2.7,MgmtOS,6.7
1,3.4,CentOS,6.4
1,3.6,LinuxMint,19
1,2.7,Baidu CarOS,1.0
1,2.7,macOS,10.6.8
1,2.7,SLED,12.2
1,3.7,Astra Linux (Orel),2.12.13
1,3.6,dracut,033-535.el7
1,3.5,macOS,10.12.1
1,3.7,Peppermint,9
1,3.6,Funtoo GNU/Linux,intel64-nehalem-2019-06-16
1,3.6,OS X,10.13.3
1,3.7,Clear Linux OS,30450010
1,3.6,Red Hat Enterprise Linux Server,6.2
1,3.6,TinyCore,9.0
1,3.4,RedHatEnterpriseWorkstation,6.10
1,3.7,openSUSE Tumbleweed,20190507
1,2.7,Scientific Linux Fermi,6.10
1,3.5,Springdale Linux,7.5
1,2.7,Pop!_OS,17.10
1,3.7,NixOS,19.09.git.73392e79aa6
1,2.7,OS X,10.12.4
1,3.7,Mageia,6
1,2.7,Distro Astro,3.0.2
1,3.4,Scientific Linux,7.4
1,2.7,Kylin Linux,3.3.1703
1,2.7,NewStart NSDL release V,3.2.1
1,3.6,Arch Linux,x86_64
1,3.7,SharkLinux,CR
1,3.6,Scientific Linux,6.6
1,3.6,Parrot GNU/Linux,4.4
1,3.7,Manjaro Linux,19.05.21
1,3.5,NewStart NSDL release V,3.2.1
1,3.5,macOS,10.10
1,2.7,Astra Linux (Smolensk),1.5
1,3.5,OS X,10.13
1,2.7,Arch Linux,7.3.1611
1,3.6,HamoniKR-ME,19
1,3.7,DAQRI VOS,9000.123-acela
1,3.7,Trisquel GNU/Linux,7.0
1,2.7,ScientificFermi,6.3
1,3.6,openSUSE Tumbleweed,20190708
1,3.4,macOS,10.14
1,2.7,Scientific,6.2
1,2.7,Puppy,6.0
1,3.7,Ubuntu,14.10
1,3.7,LugoLinux,20190624-systemd
1,3.5,Linux Mint LMDE,3
1,3.6,Red Hat Enterprise Linux Workstation,7.1
1,3.5,OS X,10.6.8
1,3.6,Spez Linux,16.0
1,2.6,Ubuntu,14.04
1,2.7,Manjaro Linux,18.1.0-rc5
1,3.5,AIMS Dekstop GNU/Linux,oldstable-updates
1,2.7,AIMS Desktop GNU/Linux,10.0
1,3.4,Tencent tlinux,2.2
1,3.6,Funtoo Linux - baselayout,2.2.2
1,3.4,Oracle Linux Server,7.4
1,3.5,EterTICs GNU/Linux,2.0
1,3.5,Simply Linux,8.2.0
1,3.6,Astra Linux (Orel),2.12.14
1,3.6,Ubuntu Kylin,17.04
1,3.6,LinuxMint,19.1
1,3.6,Red Hat Enterprise Linux Client,7.3
1,3.6,KVX,19088
1,3.7,Ubuntu,15.10
1,3.7,"""elementary""",0.4.1
1,3.6,debian,7.10
1,3.7,Gentoo,n/a
1,3.6,ScientificFermi,6.4
1,2.7,Check Point Gaia R,77.30
1,3.7,Debian GNU/Linux,9.spamexperts
1,3.5,CentOS,5.5
1,3.7,Anarchy Linux,rolling
1,3.5,"openSUSE ",42.1
1,2.7,Linux From Scratch,20190629-systemd
1,3.5,Astra Linux (Smolensk),1.5.34
1,3.7,NixOS,18.09.2455.3eed6d45739
1,2.7,meta-intel-ese Reference Distro,1.0
1,3.4,openSUSE Leap,42.2
1,2.7,HELiOS,7.6SP2
1,2.7,Generic,27
1,2.7,RedHatEnterpriseServer,5.11
1,2.7,RedHatEnterpriseWorkstation,6.5
1,2.7,Red Hat Enterprise Linux Workstation,6.10
1,3.7,WSLFedoraRemix,29
1,3.7,openSUSE Tumbleweed,20190403
1,3.6,RedHatEnterpriseClient,5.11
1,3.6,OS X,10.12.4
1,2.7,Pardus GNU/Linux,17.5
1,3.6,ScientificCERNSLC,6.8
1,2.7,SuperX,5.0
1,3.7,Deepin,15.5 SP2
1,3.7,Wind,6.0.0.23
1,3.7,Clear Linux OS,29920
1,3.6,Feren OS,2018.10
1,3.7,Puppy,7.5
1,2.7,ClearOS,7
1,3.4,RedHatEnterpriseWorkstation,6.7
1,3.7,Arch Linux,Archman - 2019.07
1,3.5,debian,8.3
1,3.5,Red Hat Enterprise Linux Client,6.7
1,3.7,1Q,2019
1,3.3,CentOS Linux,7
1,3.7,Debian GNU/Linux,20190802-2a433fbd
1,3.7,Neptune,6.0
1,3.5,OS X,10.7.5
1,3.4,Red Hat Enterprise Linux Server,7.2
1,3.7,openSUSE Tumbleweed,20190425
1,3.5,NewStart NSDL,v3.2.2rc5.201812
1,2.7,Debian GNU/Linux,9.spamexperts
1,2.7,Scientific,6.3
1,3.7,Red Hat Enterprise Linux ComputeNode,7.6
1,3.6,Centos,6.3
1,2.7,"openSUSE ",42.3
1,3.6,Arch Linux,n/a
1,2.7,"""elementary""",0.4
1,2.7,Sn3rpOs_v5.18,Sn3rpOs_v5.18
1,2.7,Debian,6.0.10
1,3.6,SteamOS GNU/Linux,2
1,3.7,OL-,6.3.1-64
1,3.7,Arch Linux,v18.12.7
1,3.5,NewStart NSDL,v3.3.1.201907
1,3.7,Deepin,15.7
1,3.5,ThinPro,7.1.0
1,3.7,Clear Linux OS,28420
1,2.7,Wind River Linux,8.0.0.28
1,2.7,Arch Linux,18.0.4
1,3.7,TmaxOS,4.0.4
1,3.6,RedHatEnterprise,6.10
1,3.4,CentOS Linux,7.2.1511
1,2.7,RFRemix,28
1,3.7,Parrot GNU/Linux,3.9
1,3.5,macOS,10.6.8
1,3.5,SLES_SAP,12.1.0.1
